,TAXA_1,TAXA_2,TAXA_3,TAXA_4,TAXA_5,TAXA_6,TAXA_7,TAXA_8,TAXA_9,TAXA_10,TAXA_11,TAXA_12,TAXA_13,TAXA_14,TAXA_15,TAXA_16,TAXA_17,TAXA_18,TAXA_19,TAXA_20,TAXA_21,TAXA_22,TAXA_23,TAXA_24,TAXA_25,TAXA_26,TAXA_27,TAXA_28,TAXA_29,TAXA_30,TAXA_31,TAXA_32,TAXA_33,TAXA_34,TAXA_35,TAXA_36,TAXA_37,TAXA_38,TAXA_39,TAXA_40,TAXA_41,TAXA_42,TAXA_43,TAXA_44,TAXA_45,TAXA_46,TAXA_47,TAXA_48,TAXA_49,TAXA_50,TAXA_51,TAXA_52,TAXA_53,TAXA_54,TAXA_55,TAXA_56,TAXA_57,TAXA_58,TAXA_59,TAXA_60,TAXA_61,TAXA_62,TAXA_63,TAXA_64,TAXA_65,TAXA_66,TAXA_67,TAXA_68,TAXA_69,TAXA_70,TAXA_71,TAXA_72,TAXA_73,TAXA_74,TAXA_75,TAXA_76,TAXA_77,TAXA_78,TAXA_79,TAXA_80,TAXA_81,TAXA_82,TAXA_83,TAXA_84,TAXA_85,TAXA_86,TAXA_87,TAXA_88,TAXA_89,TAXA_90,TAXA_91,TAXA_92,TAXA_93,TAXA_94,TAXA_95,TAXA_96,TAXA_97,TAXA_98,TAXA_99,TAXA_100,TAXA_101,TAXA_102,TAXA_103,TAXA_104,TAXA_105,TAXA_106,TAXA_107,TAXA_108,TAXA_109,TAXA_110,TAXA_111,TAXA_112,TAXA_113,TAXA_114,TAXA_115,TAXA_116,TAXA_117,TAXA_118,TAXA_119,TAXA_120,TAXA_121,TAXA_122,TAXA_123,TAXA_124
SAMPLE_285,2001,110,128,98,0,533,925,0,14,0,105,2,2,77,0,0,217,1272,122,63,311,150,214,208,53,87,0,0,4223,1514,0,35,349,0,848,0,165,574,19,340,0,294,0,2591,8,0,951,1352,677,147,744,0,50,1095,3195,895,0,2,3,0,0,2079,3551,39,93,2371,114,377,245,36,9,19,0,0,10,9,2,650,813,5292,3105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,110,0,0,449,149,1086,206
SAMPLE_286,464,21,0,0,0,0,379,380,0,2661,211,275,0,2171,0,0,0,0,62,24,47,41,33,85,0,0,0,2178,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,2396,0,0,0,608,1419,394,240,780,13,22,50,0,0,0,0,0,0,148,1052,2045,0,0,897,683,113,608,0,0,469,0,549,438,269,383,161,1292,0,658,2190,0,455,0,678,0,463,45,54,0,994,0,0,1029,303,2933,364,1084,0,0,2022,1411,0,651,34
SAMPLE_287,229,14,0,0,0,0,315,371,0,2682,0,205,0,2001,0,0,0,0,59,24,32,43,44,56,0,0,0,2012,0,0,2,0,178,0,82,324,2088,1103,1771,0,0,2300,0,0,35,33,0,15,1,0,0,0,0,239,325,391,0,0,0,763,0,4339,7260,0,0,1566,458,272,736,20,24,44,27,37,56,241,6,0,124,1029,1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,0,0,863,256,2796,0,0,0,0,0,0,0,110,27
SAMPLE_288,2065,98,140,100,0,573,930,0,16,0,91,2,4,74,0,0,373,1139,109,68,374,120,226,196,54,77,0,0,4391,1652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1085,3227,874,0,0,9,0,0,2155,3686,36,17,2468,129,369,238,19,9,13,0,0,13,9,1,0,674,4067,3026,0,0,0,349,1167,2603,465,3448,0,1645,183,950,1158,0,0,0,0,0,0,0,0,0,0,0,0,2528,0,0,0,0,22,0,0,0,0,0,114,0,0,478,168,1069,205
SAMPLE_289,1824,82,117,112,0,541,849,0,18,0,96,4,6,60,0,0,1155,53,0,0,186,59,163,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,7,0,2031,3231,51,110,2119,115,331,227,30,11,13,0,0,11,6,2,577,753,4853,2885,0,0,213,418,1011,2477,399,3197,0,1546,279,1633,1606,2160,0,618,0,1049,4778,0,290,0,287,0,418,1878,29,0,0,0,12,0,0,0,14,89,99,0,0,436,133,1012,187
SAMPLE_290,71,2,71,15,0,0,411,375,0,2485,0,0,0,0,0,0,0,0,64,21,42,52,36,71,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2068,0,0,2502,0,0,48,43,0,0,0,0,0,0,0,278,365,494,0,0,0,815,0,4847,7760,162,656,1433,425,224,695,17,30,67,26,33,66,266,7,0,24,158,302,1154,0,507,778,129,572,0,0,446,0,571,492,310,357,160,1330,0,336,558,0,0,0,349,0,249,48,47,0,998,0,0,1024,329,3060,361,651,0,0,0,0,0,0,0
SAMPLE_291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,119,0,0,63,17,45,52,42,65,0,0,0,2293,0,0,62,0,59,0,77,405,2379,1349,2131,0,0,2666,0,0,0,40,38,0,21,0,13,2,0,265,383,480,0,0,0,880,2522,0,0,0,781,25,0,25,0,0,0,0,0,0,61,231,13,62,203,1339,2217,0,0,988,765,0,0,0,0,0,0,0,104,57,267,318,1366,0,694,2300,0,466,0,733,0,441,82,0,0,1107,0,0,706,0,2873,480,1001,0,0,0,0,0,0,0
SAMPLE_292,2232,110,128,94,0,656,1006,0,17,0,97,16,0,5,25,0,1495,0,155,84,316,178,224,190,74,70,0,0,4407,1752,0,0,1439,0,258,0,0,0,0,350,0,238,0,2793,13,0,835,850,0,0,0,0,7,1128,3444,909,0,5,6,0,0,2451,3858,0,0,2616,134,420,307,36,11,10,0,0,8,8,0,651,901,5555,3369,0,0,0,0,875,0,270,2119,0,1540,0,0,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,164,1189,215
SAMPLE_293,1922,109,129,90,0,554,869,0,20,0,97,4,4,61,0,0,813,474,117,53,286,150,219,164,52,66,0,0,4063,1459,0,0,529,186,756,0,40,114,2,91,1353,0,0,2515,1,0,959,1349,653,148,698,0,39,991,3113,844,0,15,0,5,0,0,0,0,887,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,378,1018,1878,107,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377,0,0,0,0,9,2,0,3,0,287,103,0,0,419,148,1030,177
SAMPLE_294,2,0,103,19,0,0,0,598,0,2607,0,702,0,0,84,0,20,0,10,0,0,31,27,55,0,0,0,2051,0,0,0,0,0,0,72,0,1106,3900,0,452,0,3071,0,0,0,33,55,80,38,0,19,4,0,271,335,386,0,0,0,0,2415,0,0,0,534,0,397,0,553,17,23,42,18,20,62,244,11,47,181,1252,1833,0,0,869,691,99,553,0,0,385,0,567,416,271,348,144,1240,0,538,1664,0,279,0,0,0,22,79,0,0,1031,0,0,619,0,2565,423,897,0,0,0,0,0,0,0
SAMPLE_295,2253,120,150,101,0,632,1046,0,19,0,136,5,4,77,0,0,245,1484,140,57,364,157,259,214,76,71,0,0,4688,1702,0,0,0,228,1314,0,0,575,0,405,0,370,0,3015,54,0,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,1264,0,0,4,15,31,9,15,0,0,9,8,1,691,918,5554,3431,0,0,0,0,0,0,0,1870,18,1510,381,1952,1866,2542,0,749,0,1297,5716,0,308,0,305,0,453,2217,35,0,0,0,11,0,0,0,114,563,124,0,0,485,157,1184,240
SAMPLE_296,1849,92,104,84,0,524,868,0,13,0,91,3,5,54,0,0,670,655,120,59,285,143,231,156,49,69,0,0,3195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,539,2357,0,0,0,5,0,0,1977,3388,46,115,2069,105,341,210,28,10,20,0,0,12,4,2,569,784,4726,2814,0,0,206,385,1028,2336,382,3173,0,1500,0,1320,1351,1967,0,0,0,936,4666,0,252,0,325,3,934,0,0,0,0,0,0,0,0,0,21,82,107,0,0,439,143,962,188
SAMPLE_297,2458,128,149,98,0,672,1129,0,22,0,121,0,6,84,0,0,1053,504,138,83,379,157,252,230,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193,1663,770,189,853,0,62,1267,3765,991,0,0,3,0,0,2672,4406,62,145,2677,124,436,300,32,6,16,0,0,13,6,1,725,944,6045,3772,0,0,0,391,1371,3002,493,3890,0,1964,379,2069,1968,2807,0,765,97,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,13,7,25,129,145,0,0,542,181,1273,234
SAMPLE_298,1950,103,0,0,24,10,0,0,22,0,102,17,0,6,33,0,1366,0,97,81,318,135,200,0,0,506,146,117,0,0,0,0,469,0,835,0,50,213,5,129,1090,0,0,2612,0,0,930,1414,682,156,664,0,46,1046,3144,835,0,20,0,2,0,2258,3357,235,927,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,1811,723,0,0,782,0,219,2103,0,1358,312,1625,1638,2177,0,0,0,0,3842,0,194,0,0,0,0,2399,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,956,229
SAMPLE_299,0,0,0,0,0,0,878,0,15,0,108,0,7,64,0,0,570,907,139,78,365,162,242,217,42,72,0,0,4473,1604,0,0,530,193,867,0,113,408,9,232,546,0,0,2753,4,0,1030,1456,677,177,722,0,66,1102,3342,932,0,1,4,0,0,2128,3660,65,118,2316,135,386,257,38,2,8,0,0,11,5,3,680,835,5475,3342,0,0,152,370,1153,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,2,24,96,134,0,0,0,0,0,0
SAMPLE_300,472,23,0,0,0,0,374,387,0,2399,207,259,0,1904,0,0,0,0,47,16,30,47,28,65,0,0,0,1931,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4509,6860,144,588,1287,385,225,677,19,29,35,19,27,50,227,0,72,173,1188,1861,0,0,496,0,373,528,0,0,429,0,524,400,240,374,115,1148,0,299,486,0,0,1491,0,0,0,44,23,0,985,0,0,880,279,2690,305,961,0,71,2040,1391,0,616,40
SAMPLE_301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,1352,136,40,302,151,205,190,64,67,0,0,4268,1612,0,0,208,204,1078,0,137,556,12,315,0,0,0,2788,5,0,1018,1415,703,183,741,0,53,0,1767,0,0,0,5,0,0,2062,3615,58,122,2371,93,404,259,34,10,19,0,0,17,10,0,0,0,3844,3021,0,0,223,474,1202,2644,428,3471,0,1663,0,0,2210,2333,0,639,0,1117,5089,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,27,91,110,0,0,25,63,0,0
SAMPLE_302,2169,107,139,109,0,586,1042,0,17,0,118,3,3,53,0,0,1444,0,32,20,0,105,192,178,35,0,0,0,3902,0,0,265,147,0,1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2541,105,415,282,33,11,16,0,0,20,10,1,698,908,5764,3373,0,0,267,486,1221,2835,486,3705,0,1786,390,1910,1928,2551,0,707,0,1254,5666,0,304,0,287,0,436,2199,34,0,0,1,0,9,9,9,20,90,124,0,0,491,160,1181,215
SAMPLE_303,2172,118,159,79,0,602,1032,0,13,0,120,1,4,77,0,0,1431,0,173,92,344,154,255,221,65,101,0,0,4827,1738,0,0,810,201,776,0,93,384,9,237,701,0,0,0,4,0,1113,1576,763,201,788,0,51,633,2768,0,0,25,2,5,0,2460,3945,49,135,2525,112,406,302,36,12,17,0,0,16,7,1,1193,0,5021,3286,0,0,0,0,1151,1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,108,116,0,0,499,174,1140,205
SAMPLE_304,1771,93,173,123,0,664,1057,0,18,0,120,2,8,73,0,0,1556,0,149,98,377,159,272,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,3,0,0,0,0,0,81,2709,125,445,284,33,12,15,0,0,15,10,2,697,973,5966,3724,0,0,0,0,896,0,315,2344,0,1603,367,2047,1988,2643,0,771,0,1390,5824,0,349,0,355,0,466,2406,34,0,0,0,9,4,4,1,11,102,119,0,0,34,100,0,190
SAMPLE_305,0,0,0,0,0,0,0,0,0,0,119,2,6,107,0,0,1582,0,147,107,379,173,297,243,75,88,0,0,5012,1928,0,0,55,234,1394,0,68,274,5,181,1239,0,0,3256,0,0,1226,1636,824,190,892,0,54,1330,3825,1064,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,1294,0,5478,3644,0,0,264,526,1404,3139,512,4045,0,2002,442,2093,2049,2817,0,784,0,1404,6162,0,382,0,461,0,1342,0,0,0,0,0,0,0,10,8,0,0,141,0,0,41,82,0,0
SAMPLE_306,0,0,155,60,0,215,328,0,0,1712,156,148,0,1588,0,0,0,0,48,19,21,33,28,64,0,0,0,1565,0,0,49,0,48,0,51,259,1675,865,1465,0,0,1812,0,0,0,32,35,58,26,0,11,1,1,0,0,0,0,0,0,620,0,3532,5627,0,0,1265,336,189,578,12,22,45,22,18,52,217,7,0,0,0,0,1535,487,0,149,171,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1600,925,0,0,0
SAMPLE_307,498,31,0,0,0,0,392,388,0,2576,216,250,0,2146,0,0,0,0,53,21,31,60,51,73,0,0,0,0,0,0,53,0,44,0,77,0,1574,928,1767,0,0,2313,0,0,0,31,32,59,31,0,16,3,0,228,369,429,0,0,0,782,0,4618,7508,127,564,1334,362,262,762,16,21,38,28,31,73,242,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22,0,955,0,0,978,322,2972,333,1019,0,71,2052,1533,0,722,46
SAMPLE_308,376,23,0,0,0,0,290,298,0,1951,156,182,0,1572,0,0,0,0,39,14,36,35,24,55,0,0,0,1535,0,0,45,0,16,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,287,322,0,0,0,559,0,3508,5688,0,0,1215,322,192,562,6,22,42,22,19,49,186,10,0,101,755,1505,0,0,648,554,112,411,0,0,302,0,403,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781,0,0,0,0,0,0,0,0,62,1591,1128,0,479,32
SAMPLE_309,450,23,0,0,0,0,337,326,0,2459,195,241,0,1919,0,0,0,0,43,25,35,36,30,74,0,0,0,1842,0,0,52,0,38,0,60,0,1410,850,1731,0,0,2079,0,0,0,33,49,83,29,0,17,3,0,233,318,382,0,0,0,694,2059,0,0,103,288,0,0,0,0,0,0,0,0,0,0,0,0,0,102,890,1799,0,0,778,651,110,525,0,0,396,0,491,326,202,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,80,1944,1334,0,600,42
SAMPLE_310,1461,70,152,105,0,643,1030,0,15,0,135,5,5,81,0,0,1424,0,150,86,362,168,230,186,53,80,0,0,4580,1695,0,0,965,206,623,0,180,617,21,404,0,352,0,2688,0,0,1099,1519,724,188,824,0,49,1208,3546,945,0,0,5,0,0,2490,3868,29,21,2697,131,375,313,38,8,15,0,0,12,9,4,712,936,5806,3473,0,0,270,483,1217,2726,469,3806,0,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_311,1920,108,142,108,0,570,880,0,0,0,0,0,0,49,0,0,0,1590,0,0,0,60,162,135,57,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1635,1,0,11,1,3,0,1972,3407,33,17,2423,108,365,255,0,0,0,0,0,5,6,2,586,761,4847,2942,0,0,206,432,1119,2500,441,3322,0,1558,335,1671,1616,2136,0,604,0,1024,4807,0,301,0,271,0,389,1898,24,0,0,0,10,0,0,0,0,0,0,0,0,451,134,1024,210
SAMPLE_312,1716,109,153,96,0,639,1038,0,15,0,132,3,2,73,0,0,0,1883,0,0,0,0,0,0,0,531,150,161,0,0,0,0,519,258,930,0,171,620,0,444,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,3,667,897,5784,3522,0,0,246,483,1276,2897,471,3817,0,1806,382,1921,1856,2670,0,740,0,1331,5786,0,322,0,326,0,471,2306,36,0,0,5,0,9,7,6,10,56,135,0,0,26,92,0,196
SAMPLE_313,1870,123,126,91,0,515,888,0,0,0,0,0,0,27,17,0,267,1173,0,0,213,67,163,137,55,56,0,0,4095,1362,0,316,0,2,1134,0,147,593,13,332,0,289,0,2490,1,0,998,1302,643,159,700,0,36,0,1602,0,0,3,5,0,0,0,1167,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,1877,0,1391,310,1595,1506,2225,0,580,0,1080,4811,0,260,0,231,0,0,2325,0,0,0,0,12,0,2,2,0,0,0,0,0,404,137,979,206
SAMPLE_314,2232,129,0,0,29,16,0,0,18,0,100,6,3,74,0,0,452,1093,81,34,334,0,145,133,25,0,0,0,4587,1669,0,0,217,245,1082,0,33,193,0,124,1419,0,0,2883,0,0,1062,1422,725,192,699,0,50,1110,3462,963,0,22,0,3,0,2319,3731,229,884,403,0,0,0,0,0,0,0,0,13,9,0,672,919,5538,3295,0,0,135,122,0,472,319,2402,0,1555,177,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,76,310,0,0,0,459,185,1132,227
SAMPLE_315,2319,130,143,103,0,635,1061,0,18,0,127,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1143,1624,786,226,835,0,55,1243,3715,1009,0,30,0,5,0,2662,4233,37,30,2772,122,442,289,27,12,21,0,0,23,3,0,708,996,6034,3587,0,0,248,490,1315,2980,485,3947,0,1947,433,2023,1889,2706,0,763,0,1371,5838,0,346,0,347,0,464,2346,34,0,0,0,19,0,0,0,7,9,0,0,0,522,151,1229,210
SAMPLE_316,403,23,0,0,0,0,319,381,0,2237,206,219,0,1763,0,0,0,0,45,24,27,51,22,55,0,0,0,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,13,0,10,1,0,0,0,0,0,0,0,0,0,3972,6366,136,541,1190,313,208,615,10,22,42,11,21,59,190,0,77,159,1068,1762,0,0,0,283,0,369,0,693,0,426,0,83,48,225,270,1039,0,538,1733,0,366,0,565,0,376,27,36,0,854,0,0,808,259,2404,284,863,0,65,1802,1187,0,511,52
SAMPLE_317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,19,43,45,39,69,0,0,0,2310,0,0,36,0,123,0,77,0,0,0,0,0,0,0,0,0,0,41,46,80,38,0,23,5,0,262,411,452,0,0,0,889,0,5156,8338,0,0,1764,519,276,831,10,19,34,0,0,55,237,6,65,191,1393,2254,0,0,0,0,440,719,0,256,462,0,633,450,264,362,0,1131,0,669,2296,0,467,0,749,0,456,42,67,0,997,0,0,0,0,0,0,0,0,84,2407,1443,0,0,0
SAMPLE_318,2472,142,153,131,0,711,1147,0,33,0,126,0,8,78,0,0,1603,0,155,119,365,168,281,226,44,0,0,0,5232,1975,0,0,1093,252,765,0,185,723,23,431,0,380,0,0,0,0,1261,1721,817,204,868,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2866,0,1436,0,0,94,0,482,400,2801,0,1796,420,2133,2120,2872,0,821,0,0,4967,0,280,0,291,0,421,2576,32,0,0,3,0,6,14,9,0,0,141,0,0,557,193,1249,244
SAMPLE_319,180,9,0,0,0,0,335,358,0,2286,180,255,0,1823,0,0,32,0,0,0,0,14,24,50,0,0,0,1796,0,0,62,0,0,0,0,0,0,0,0,0,0,2070,0,0,0,36,45,80,26,0,0,0,0,199,306,396,0,0,0,717,0,3995,6553,0,0,24,0,19,494,14,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,526,393,256,312,152,1140,0,558,1892,0,363,0,575,0,393,43,62,0,878,0,0,0,0,0,0,3,0,0,0,41,5,96,0
SAMPLE_320,383,15,0,0,0,0,324,357,0,2199,171,202,0,1759,0,0,22,0,0,18,24,31,37,46,0,0,0,1781,0,0,56,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,295,1,0,0,643,0,3736,6026,152,660,0,0,0,0,0,0,0,0,0,0,169,0,97,169,1055,1632,0,0,0,187,153,350,0,0,393,0,532,370,230,314,112,1060,0,539,1740,0,358,0,585,0,388,38,47,0,790,0,0,0,172,2328,313,872,0,45,1781,1182,0,544,34
SAMPLE_321,504,23,0,0,0,0,0,0,0,2220,177,171,0,2164,0,0,0,0,63,20,33,33,37,85,0,0,0,0,0,0,42,0,96,0,78,0,1629,863,1963,0,0,2517,0,0,0,36,49,69,31,0,26,5,0,0,0,0,0,0,0,799,2380,0,0,47,20,1634,479,267,770,18,42,45,33,35,69,259,7,0,0,0,0,2038,649,0,223,214,430,0,0,480,0,584,429,289,381,164,1331,0,523,1692,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2164,1544,0,667,43
SAMPLE_322,1898,116,106,90,0,499,839,0,15,0,81,1,2,63,0,0,1253,0,0,0,180,75,170,139,57,65,0,0,3378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2120,3496,43,97,2108,99,330,237,41,14,9,0,0,10,4,2,574,780,4873,2831,0,0,204,398,1081,2422,402,3207,0,1478,285,1591,1581,2093,0,561,0,1075,4642,0,284,0,264,0,384,1813,28,0,0,0,5,2,2,2,20,84,109,0,0,368,137,950,196
SAMPLE_323,2349,116,0,0,34,11,0,0,21,0,142,1,5,80,0,0,206,1607,147,53,374,171,237,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,284,0,3043,0,0,956,993,0,0,0,0,14,0,1992,0,0,0,5,0,0,2512,4206,176,637,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1663,0,0,0,971,0,328,2338,0,1703,386,2032,1921,2743,0,730,0,1341,6002,0,340,0,356,0,456,2409,38,0,0,0,13,0,0,0,0,0,133,0,0,491,205,1174,260
SAMPLE_324,2247,102,111,77,0,614,1065,0,21,0,112,4,2,85,0,0,517,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1248,3656,970,0,0,3,0,0,2273,3994,63,132,2574,110,403,261,27,8,19,0,0,18,2,3,699,954,5700,3380,0,0,244,475,1307,2986,460,3710,0,1841,369,1944,1910,2627,0,736,0,1278,5723,0,312,0,332,0,366,2370,0,0,0,0,6,2,1,1,21,104,114,0,0,534,181,1213,235
SAMPLE_325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,28,40,47,29,72,0,0,0,2202,0,0,48,0,97,0,85,375,2314,1249,1957,0,0,2498,0,0,0,46,59,75,30,0,25,5,0,221,370,457,0,0,0,868,0,5066,8110,0,0,1804,491,268,826,19,40,57,34,26,69,283,5,59,194,1365,2268,0,0,1066,816,0,466,0,158,386,0,525,0,406,402,192,1408,0,660,2126,0,437,0,735,0,508,37,62,0,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAMPLE_326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2040,0,39,355,149,261,209,0,68,0,0,0,0,0,0,0,0,1456,0,54,160,6,99,1842,0,0,3369,0,0,1263,1738,829,198,974,0,58,1301,4073,1075,0,1,3,0,0,2453,4464,37,19,3107,142,465,342,36,2,25,0,0,27,0,0,0,0,0,0,2250,732,0,447,1463,3251,544,4143,0,2011,461,2164,2145,2969,0,828,0,1468,6299,0,347,0,328,0,579,2533,40,0,0,0,8,4,4,6,0,0,0,0,0,33,107,0,0
SAMPLE_327,326,0,0,0,0,0,307,387,0,2474,207,229,0,1892,0,0,0,0,37,23,32,49,37,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,20,13,20,37,13,0,9,1,0,113,0,328,0,0,0,798,0,4363,7241,0,0,1514,442,255,738,15,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,505,0,378,363,164,1220,0,618,1974,0,408,0,677,0,415,28,50,0,958,0,0,0,0,0,0,6,0,57,2127,1334,0,550,0
SAMPLE_328,524,29,0,0,0,0,416,435,0,2699,235,849,0,0,78,0,0,0,45,10,0,27,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,345,1,0,0,816,0,4698,7774,150,665,1489,365,248,750,21,30,51,24,34,63,245,12,0,129,1024,2054,0,0,978,701,0,0,0,0,500,0,605,477,260,399,151,1319,0,702,2342,0,468,0,668,0,462,32,56,0,1015,0,0,1007,339,3125,341,1046,0,74,2159,1542,0,726,51
SAMPLE_329,497,21,0,0,0,0,439,405,0,2733,226,265,0,2213,0,0,0,0,0,12,32,48,30,70,0,0,0,2159,0,0,83,0,35,0,66,814,1965,0,2230,0,0,2496,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,34,27,70,292,8,0,6,47,94,1353,0,439,776,135,600,0,0,497,0,582,491,283,381,184,1349,0,640,2303,0,438,0,732,0,499,38,43,0,1055,0,0,1041,322,3089,305,381,0,94,2353,1591,0,691,51
SAMPLE_330,0,0,98,21,0,0,354,382,0,2433,195,249,0,1965,0,0,0,0,48,18,37,42,35,40,0,0,0,1899,0,0,58,0,52,0,78,299,2035,1088,1692,0,0,2120,0,0,3,41,38,67,23,0,16,2,0,237,328,403,0,0,0,770,2086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,430,0,78,0,232,311,1164,0,621,1918,0,378,0,658,0,419,0,51,0,939,0,0,942,293,2703,258,746,0,64,1945,1272,0,366,0
SAMPLE_331,419,19,0,0,0,0,0,0,0,0,0,0,0,1756,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,2272,0,0,0,34,35,71,27,0,15,0,0,103,0,274,0,0,0,654,0,4025,6462,120,530,1220,367,197,676,16,29,51,26,25,59,224,5,0,0,0,0,1729,554,0,175,164,439,0,140,0,0,495,350,195,340,155,1150,0,486,1501,0,263,0,0,0,41,28,25,0,887,0,0,852,259,2540,310,323,0,67,1816,1257,0,594,39
SAMPLE_332,426,18,0,0,0,0,363,337,0,2303,0,0,0,2019,0,0,0,0,55,20,34,46,45,81,0,0,0,2008,0,0,60,0,41,0,89,720,1862,0,2131,0,0,2317,0,0,0,34,50,75,33,0,25,5,0,265,338,412,1,0,0,765,2227,0,0,0,0,0,0,0,0,0,30,39,28,26,69,238,10,0,23,118,235,1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,248,38,37,0,1018,0,0,983,290,2845,262,399,0,60,2124,1488,0,652,45
